dialog_act,utterance
affirm,"yes
"
affirm,"right
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes serving cuban food
"
affirm,"right
"
affirm,"yes
"
affirm,"yes
"
affirm,"perfect
"
affirm,"yes
"
affirm,"correct
"
affirm,"im looking yes a restaurant in the east of town
"
affirm,"yes
"
affirm,"right
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"right
"
affirm,"yea
"
affirm,"yes an expensive restaurant serving african food
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"right
"
affirm,"right
"
affirm,"right
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes i would like to know the address
"
affirm,"yes
"
affirm,"uh yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yea
"
affirm,"yes
"
affirm,"yes
"
affirm,"right
"
affirm,"yes can i have malaysian food
"
affirm,"right
"
affirm,"yes
"
affirm,"correct
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"right
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"right
"
affirm,"yeah
"
affirm,"yes
"
affirm,"correct
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"right
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"ye
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes creative food
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"right
"
affirm,"yes
"
affirm,"yes
"
affirm,"right
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"right
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yea im wondering if theres a steak house restaurant in the north part of
"
affirm,"mmhm
"
affirm,"uh yes im looking for a cheap restaurant in the west part of town
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes can i have a vegetarian restaurant in the east part of town
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"thats correct
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"ye
"
affirm,"yes
"
affirm,"right
"
affirm,"uh yes can i find a restaurant in the east part of town that serves chinese
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes in the south of town
"
affirm,"yes
"
affirm,"right
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yea whats the address
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes cheap restaurant
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"right in the south side of town though
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yea
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes and in french please
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"right
"
affirm,"yes
"
affirm,"yes
"
affirm,"yea
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"right
"
affirm,"yea
"
affirm,"yes
"
affirm,"um yes
"
affirm,"yes
"
affirm,"right
"
affirm,"yes
"
affirm,"yes that serves british food
"
affirm,"yes
"
affirm,"yes expensive
"
affirm,"correct
"
affirm,"yea
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"uh yes im looking for malaysian food
"
affirm,"yes
"
affirm,"yes barbecue food
"
affirm,"yes
"
affirm,"uh yes im looking for a restaurant that serves afghan food
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes danish food
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"right
"
affirm,"yes
"
affirm,"right
"
affirm,"yes
"
affirm,"ye
"
affirm,"yes
"
affirm,"thats correct gastropub food
"
affirm,"yes
"
affirm,"yes
"
affirm,"yeah
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes id like to find a cheap
"
affirm,"yes
"
affirm,"yes
"
affirm,"right
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"right
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes indian food
"
affirm,"yes
"
affirm,"yes in the east part of town
"
affirm,"yes
"
affirm,"yes
"
affirm,"uh huh
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"uh yes that serves mediterranean food
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"yes
"
affirm,"uh yes i need the north part of town
"
affirm,"yes
"
affirm,"yes
"
request,"and the phone number
"
request,"what price range
"
request,"what is the post code
"
request,"in the area
"
request,"could i have the address and phone number
"
request,"and what is the price range
"
request,"whats the address
"
request,"and the phone number
"
request,"what is the type of food
"
request,"what is the phone number
"
request,"um could i have the address
"
request,"where is it
"
request,"okay what type of food is that
"
request,"what part
"
request,"what is the phone number
"
request,"what type of food does it serve
"
request,"and the price range
"
request,"address
"
request,"address
"
request,"perfect may i have the address
"
request,"can i have the phone number address and price range
"
request,"phone number
"
request,"may i have the address
"
request,"can i get the address phone number and post code
"
request,"and the post code
"
request,"what is their phone number
"
request,"telephone number
"
request,"uh price range
"
request,"okay and can i get their phone number
"
request,"whats the post code
"
request,"what is the phone number and addre
"
request,"could i have its number
"
request,"okay and what area is that
"
request,"address
"
request,"what is the address
"
request,"phone number
"
request,"what is the address and post code
"
request,"address
"
request,"address
"
request,"whats the phone number
"
request,"post code
"
request,"and the post code
"
request,"can i have the phone number and the price range
"
request,"phone number
"
request,"whats the address
"
request,"can i have the address and phone number
"
request,"and phone number
"
request,"what about the phone number
"
request,"the phone number
"
request,"whats the phone number
"
request,"whats the address and phone number
"
request,"what is the address and phone number
"
request,"okay can i have the address and the phone number
"
request,"what kind of food do they serve
"
request,"okay phone number
"
request,"phone number
"
request,"can i have the phone number please
"
request,"phone number
"
request,"what is the phone number
"
request,"and the phone number
"
request,"can i get the address
"
request,"what is the address and phone number
"
request,"can i get the address
"
request,"phone number
"
request,"what is the area
"
request,"address
"
request,"phone number
"
request,"phone number
"
request,"whats the address
"
request,"what type of food does it serve
"
request,"phone number
"
request,"phone number
"
request,"can i get the phone number
"
request,"address
"
request,"address and phone number
"
request,"phone number
"
request,"what is the phone number
"
request,"and the phone number
"
request,"can i get the address
"
request,"phone number and post code
"
request,"can i have the address and phone number please
"
request,"address
"
request,"what is the address
"
request,"phone number
"
request,"price range
"
request,"phone number
"
request,"what kind of food do they serve
"
request,"whats their phone number
"
request,"can i have an address
"
request,"what is the address
"
request,"phone number
"
request,"whats the address
"
request,"can i get their post code
"
request,"and the telephone number
"
request,"whats the address for moderately priced restaurants in the south part of town
"
request,"price range
"
request,"what area is it located
"
request,"address
"
request,"telephone number
"
request,"uh what type of food
"
request,"may i have the post code
"
request,"and what area
"
request,"what food is available
"
request,"what is the phone number
"
request,"and phone number
"
request,"phone number
"
request,"price range
"
request,"okay what kind of food
"
request,"address
"
request,"what is the address
"
request,"ah whats the price ran
"
request,"the phone number
"
request,"phone number
"
request,"may i get the phone number
"
request,"the address
"
request,"can i have the phone number
"
request,"what kind of food does it serve
"
request,"address
"
request,"address
"
request,"address
"
request,"whats the phone number
"
request,"what kind of food do they serve
"
request,"what is the address
"
request,"address
"
request,"post code
"
request,"what type of venue
"
request,"phone number
"
request,"what is the phone number
"
request,"could i get their phone number
"
request,"the post code
"
request,"whats the address
"
request,"what is the post code
"
request,"address
"
request,"phone number
"
request,"can i have the address and price range
"
request,"address
"
request,"what is the address
"
request,"what is their address
"
request,"address
"
request,"what is the address
"
request,"address and area
"
request,"how about the address
"
request,"can i have their phone number please
"
request,"whats the phone number
"
request,"whats the address
"
request,"can i have the address and phone number
"
request,"price range
"
request,"may i have the address and area
"
request,"can i have the phone number
"
request,"type of food
"
request,"and what type of food do they serve
"
request,"and the phone number
"
request,"whats the address
"
request,"address
"
request,"what is the address
"
request,"can i get the address and phone number
"
request,"can i have the address of the venue
"
request,"the address
"
request,"what is the address
"
request,"what is the address phone number and post code
"
request,"may i have the phone number
"
request,"what is the price range
"
request,"whats the phone number
"
request,"where
"
request,"what type of food does it serve
"
request,"whats the address
"
request,"okay and uh whats their phone number please
"
request,"may i have the address and phone nymber
"
request,"whats the address
"
request,"phone number and address
"
request,"and the post code
"
request,"phone number
"
request,"what is the address
"
request,"what is the address
"
request,"where is it located
"
request,"what is the address
"
request,"and the phone number
"
request,"address
"
request,"what is the address
"
request,"phone number
"
request,"phone number
"
request,"what is their phone number
"
request,"what is the address and phone number
"
request,"what is the phone number an post code
"
request,"and the phone number
"
request,"what is the phone number
"
request,"what is their address and phone number
"
request,"address
"
request,"phone number
"
request,"whats the address
"
request,"whats the phone number
"
request,"expensive price range
"
request,"whats the address
"
request,"could i have the phone number
"
request,"what is the phone number
"
request,"whats the phone number
"
request,"may i have the address and the type of food
"
request,"what is the address
"
request,"whats the address
"
request,"what is the type of food
"
request,"what is the telephone number
"
request,"may i have the address
"
request,"what type of food is it
"
request,"phone number
"
request,"what is the address and post code
"
request,"may i have the phone number and postcode of this ven
"
request,"phone number
"
request,"what type of food do they serve
"
request,"address
"
request,"and what type of food do they serve
"
request,"type of food
"
request,"address
"
request,"what is the post code
"
request,"and whats the phone number for that
"
request,"whats their phone number
"
request,"what is the phone number
"
request,"and the phone number
"
request,"can i have the phone number
"
request,"whats the address
"
request,"price range
"
request,"okay can i get the address
"
request,"address
"
request,"address
"
request,"whats the address
"
request,"how about the phone number
"
request,"what is price range
"
request,"post code
"
request,"phone number and area
"
request,"phone number
"
request,"address
"
request,"area
"
request,"okay can i get the address
"
request,"phone number
"
request,"phone number
"
request,"phone number
"
request,"phone number
"
request,"the postcode
"
request,"what is the phone number
"
request,"what type of food does it serve
"
request,"phone number
"
request,"may i get the phone number
"
request,"what is the phone number
"
request,"what kind of food
"
request,"and their phone number
"
request,"address
"
request,"post code
"
request,"phone number
"
request,"what is the phone number
"
request,"whats the phone number
"
request,"price
"
request,"can i get the address and phone number
"
request,"what is the address
"
request,"what is the phone number and address
"
request,"phone number
"
request,"type of food served
"
request,"could i have its phone number
"
request,"and the price range
"
request,"whats the address noise
"
request,"what is the post code
"
request,"phone number
"
request,"okay do you have their phone number
"
request,"address
"
request,"phone number
"
request,"what kind of food does it serve
"
request,"what kind of food does it serve
"
request,"the address
"
request,"could i have the address please
"
request,"phone number
"
request,"phone number
"
request,"phone number
"
request,"what kind of food is it
"
request,"and the post code
"
request,"can i have an address and phone number
"
request,"whats the address and post code
"
request,"may i have the address of the venue
"
request,"im looking for a restaurant in the north part of town serving french type of food
"
request,"whats the phone number
"
request,"phone number
"
request,"what is the phone number
"
request,"and the phone number
"
request,"may i have the address and phone number
"
request,"what is the type of food
"
request,"may i have the address and area
"
request,"and for good luck what is the post code
"
request,"price range
"
request,"can i have the address phone number and post code
"
request,"uh can i have the phone number please
"
request,"address
"
request,"the address
"
request,"phone number
"
request,"okay can i have the address phone number and the post code of the restaurant
"
request,"phone number
"
request,"whats the address and phone number
"
request,"address
"
request,"price range
"
request,"what is the price range
"
request,"address
"
request,"phone number
"
request,"what is the phone number
"
request,"whats the signature dish
"
request,"what type of food
"
request,"whats the address
"
request,"phone number
"
request,"the address
"
request,"type of food
"
request,"address
"
request,"what type of food does the missing sock ser
"
request,"what is the price range
"
request,"could i have the address
"
request,"what type of food
"
request,"address
"
request,"whats the phone number
"
request,"may i have the phone number and address
"
request,"address and post code
"
request,"whats the address and phone number
"
request,"whats the address
"
request,"can i have the address and phone number
"
request,"phone number
"
request,"address
"
request,"whats the phone number for that restaurant
"
request,"phone number
"
request,"phone number
"
request,"and whats the post code
"
request,"phone number
"
request,"may i have the address and phone number
"
request,"what is the phone number
"
request,"address
"
request,"address
"
request,"phone number
"
request,"what is the phone number
"
request,"whats the address
"
request,"whats the address
"
request,"phone number
"
request,"what part of town
"
request,"address
"
request,"phone number
"
request,"what type of food do they ser
"
request,"what is the address
"
request,"what is the address of that venue
"
request,"phone number
"
request,"uh address
"
request,"what type of food does it serve
"
request,"address
"
request,"and what is the price range
"
request,"what is the price range
"
request,"address
"
request,"post code
"
request,"post code
"
request,"phone number
"
request,"and their address
"
request,"address and phone number
"
request,"can i have the phone number
"
request,"what type of food do they serve
"
request,"can i have the address and the phone number
"
request,"whats the phone number
"
request,"what is the address
"
request,"address
"
request,"may i have their phone number please
"
request,"can i get the area
"
request,"what is the phone number
"
request,"the phone number
"
request,"what kind of food is that
"
request,"what type of food
"
request,"address
"
request,"and what kind of food do they serve
"
request,"what type of food do they serve
"
request,"what is the address
"
request,"can i have the phone number
"
request,"post code
"
request,"can i get the address phone number
"
request,"phone number
"
request,"and the post code please
"
request,"type of food
"
request,"phone number
"
request,"address
"
request,"what is the address and phone number
"
request,"and the phone number
"
request,"address
"
request,"post code
"
request,"what is the phone number
"
request,"what type of food do they serve
"
request,"whats the area
"
request,"what is the address
"
request,"any price
"
request,"and the telephone
"
request,"post code of the venue
"
request,"phone number
"
request,"what type of food is it
"
request,"type of food
"
request,"what is the phone number
"
request,"what is the address
"
request,"and the post code
"
request,"phone number
"
request,"what is the address
"
request,"whats the address
"
request,"whats the address
"
request,"popular dish
"
request,"what kind of food does it serve
"
request,"i need a special restaurant serving christmas food
"
request,"phone number
"
request,"phone number
"
request,"does it what kind of food does it serve
"
request,"uh can i have the address
"
request,"what is the address
"
request,"okay phone number
"
request,"the address
"
request,"whats the address
"
request,"phone number and address
"
request,"what is the phone number
"
request,"address
"
request,"what is the phone number and address
"
request,"what is the phone number
"
request,"alright do you have the phone number for that one
"
request,"the address
"
request,"what is the price range
"
request,"can i get the address
"
request,"phone number
"
request,"post code
"
request,"phone number
"
request,"phone number
"
request,"can i have the address and the post code please
"
request,"what is their address
"
request,"whats the price range
"
request,"whats their address
"
request,"what is the phone number
"
request,"what kind of food does it serve
"
request,"type of food
"
request,"the phone number
"
request,"what is the golden woks address
"
request,"phone number
"
request,"post code
"
request,"what is the address
"
request,"what type of food do they ser
"
request,"can i get the phone number
"
request,"phone number
"
request,"may i have the phone number
"
request,"what is the address
"
request,"what is the address
"
request,"what is the whats the phone number
"
request,"address
"
request,"and the phone number
"
request,"what is the addre
"
request,"may i have the address
"
request,"address
"
request,"could i have the phone number and address please
"
request,"what is the phone number
"
request,"can i get the address
"
request,"whats the phone number
"
request,"what is the address
"
request,"phone number
"
request,"may i have the address pleas
"
request,"um whats the phone number
"
request,"address
"
request,"phone number
"
request,"and the phone number
"
request,"price range
"
request,"what type of food do they serve
"
request,"and whats the post code
"
request,"may i get the address and phone please
"
request,"and post code
"
request,"whats the phone number
"
request,"whats the address
"
request,"what is the post code
"
request,"phone number
"
request,"phone number
"
request,"phone number
"
request,"what is the phone number
"
request,"phone number
"
request,"can i have the address and phone number
"
request,"what is the address
"
request,"what is the address and phone number
"
request,"what is the address
"
request,"whats their phone number
"
request,"what is the address
"
request,"a post code
"
request,"whats the address
"
request,"phone number
"
request,"whats the address
"
request,"phone number
"
request,"address
"
request,"can i have the phone number
"
request,"and what type of food do they serve at pizza hutt
"
request,"uh could you give me the address and telephone number
"
request,"whats the phone number
"
request,"can i have the phone number
"
request,"may i have the address and price range
"
request,"the address please
"
request,"phone number
"
request,"whats the address
"
request,"can i have the phone number
"
request,"whats their address and phone number
"
request,"phone number
"
request,"address phone number post code
"
request,"what is the price range
"
request,"whats the price range
"
request,"whats the address and area
"
request,"phone number
"
request,"address
"
request,"okay whats the phone number
"
request,"address
"
request,"whats the phone number
"
request,"phone number
"
request,"the address
"
request,"okay the address
"
request,"what is the address
"
request,"phone number
"
request,"what is the address
"
request,"whats the address
"
request,"and the phone number
"
request,"whats the telephone number
"
request,"whats the phone number
"
request,"phone number
"
request,"what is the phone number
"
request,"whats the address
"
request,"whats the address
"
request,"post code
"
request,"area
"
request,"address
"
request,"address
"
request,"what is the address
"
request,"whats the post code
"
request,"what is the address
"
request,"address
"
request,"phone number
"
request,"address
"
request,"address
"
request,"may i have the phone number
"
request,"what is the address and phone number
"
request,"what is the phone number and post code
"
request,"address and phone number
"
request,"address
"
request,"phone number
"
request,"phone number
"
request,"what is their phone number
"
request,"what is the address
"
request,"what area
"
request,"and can i have the post code
"
request,"and the post code
"
request,"address
"
request,"whats the address
"
request,"and the post code
"
request,"address
"
request,"price range
"
request,"the address
"
request,"address
"
request,"do you have the address
"
request,"phone number
"
request,"whats the address
"
request,"okay may i get the address
"
request,"phone number
"
request,"phone number
"
request,"phone number
"
request,"what kind of food does it serve
"
request,"address
"
request,"what is the address
"
request,"could i have the address
"
request,"address
"
request,"address
"
request,"whats the address
"
request,"what is the type of food
"
request,"i want to know the address
"
request,"what is the signature dish
"
request,"and the phone number
"
request,"what part of town
"
request,"may i have the phone number to the turkiesh
"
request,"what type of food is it
"
request,"address
"
request,"what is the address
"
request,"phone number
"
request,"and the phone number
"
request,"whats the address
"
request,"address
"
request,"what is the address and post code
"
request,"and the phone number
"
request,"okay how about the phone number
"
request,"and whats the price range
"
request,"whats the phone number
"
request,"what is the address and phone number
"
request,"what type of food do they have
"
request,"and the address
"
request,"phone number
"
request,"and the type of food
"
request,"whats the phone number
"
request,"whats the address
"
request,"what is the phone number
"
request,"phone number
"
request,"okay can i have the phone number
"
request,"can i have the phone number
"
request,"phone number
"
request,"and the phone number
"
request,"what is the price range
"
request,"address
"
request,"phone number
"
request,"uh can i get the address
"
request,"address
"
request,"phone number
"
request,"and the post code
"
request,"um give me the addresses
"
request,"what is the price range
"
request,"post code
"
request,"address
"
request,"can i get the address and phone number please
"
request,"can i get the address
"
request,"whats the phone number
"
request,"their price range
"
request,"what type of food
"
request,"address
"
request,"phone number
"
request,"phone number and food
"
request,"what is the address
"
request,"what is the address
"
request,"could i have their phone number and address please
"
request,"address
"
request,"phone number
"
request,"the phone number
"
request,"can i have the address and the phone number of the venue
"
request,"whats the phone number
"
request,"whats the phone number
"
request,"whats the phone number
"
request,"what part of town
"
request,"area
"
request,"what type of food is it
"
request,"phone number
"
request,"what is the phone number and post code
"
request,"telephone number
"
request,"address
"
request,"whats the address
"
request,"whats the price range
"
request,"what is the phone number
"
request,"and whats the phone number
"
request,"whats the address
"
request,"whats the address
"
request,"address
"
request,"what is there address
"
request,"whats the address
"
request,"address
"
request,"phone number
"
request,"thank you can i have the address phone number
"
request,"address
"
request,"could you give me the number
"
request,"what is the address
"
request,"can i have the address please
"
request,"may i have the address and phone number and post code
"
request,"address
"
request,"phone number
"
request,"what is the phone number
"
request,"area
"
request,"what type of food
"
request,"thats fine give me the address
"
request,"address
"
request,"what area is it in
"
request,"what is the address and post code
"
request,"id like to know the address phone number and post code
"
request,"could i have the address
"
request,"can i get the address
"
request,"address
"
request,"okay can i get their address
"
request,"what is the address
"
request,"what is their phone number
"
request,"what is the phone number
"
request,"may i have the phone number
"
request,"okay and what kind of food do they serve
"
request,"what is the phone number
"
request,"phone number
"
request,"what is the phone number
"
request,"phone number
"
request,"what is the address
"
request,"what type of food is it
"
request,"price range
"
request,"phone number
"
request,"could i have the phone number please
"
request,"whats the price range
"
request,"what is the phone number and post code
"
request,"and the phone number
"
request,"and the phone number
"
request,"their address
"
request,"and what is the post code
"
request,"phone number
"
request,"what kind of food
"
request,"what is the address
"
request,"may i have the address phone number and price range
"
request,"type of food
"
request,"whats the address
"
request,"and the address
"
request,"whats the address
"
request,"can i have the phone number
"
request,"whats the phone number
"
request,"phone number
"
request,"address
"
request,"what area
"
request,"phone number
"
request,"address
"
request,"can i have the phone number and the type of food
"
request,"and whats their post code
"
request,"phone number
"
request,"can i have the address phone number and post code
"
request,"what is the price range
"
request,"and the price range
"
request,"what is the address
"
request,"whats the address and phone number
"
request,"what is their phone number
"
request,"what is their post code
"
request,"post code
"
request,"whats its address
"
request,"phone number
"
request,"phone number
"
request,"phone number
"
request,"post code
"
request,"what about the area
"
request,"address phone number
"
request,"whats the address
"
request,"whats the phone number
"
request,"what is the address
"
request,"phone number
"
request,"phone number
"
request,"phone number
"
request,"address
"
request,"address
"
request,"phone number
"
request,"the phone number
"
request,"whats its address
"
request,"can i please have their phone number
"
request,"and their post code
"
request,"whats the address and price range
"
request,"okay what is the address
"
request,"whats the address and phone number
"
request,"could i have the phone number
"
request,"phone number
"
request,"whats the address
"
request,"can i have the phone number
"
request,"what is the address
"
request,"post code
"
request,"address
"
request,"and the phone number
"
request,"and what type of food do they serve
"
request,"post code
"
request,"whats the address
"
request,"price range
"
request,"the address
"
request,"whats the address
"
request,"what is the address
"
request,"may i have the phone number
"
request,"address
"
request,"whats the address
"
request,"address
"
request,"address
"
request,"what kind of food does it serve
"
request,"phone number
"
request,"what is the area
"
request,"type of food do they serve
"
request,"whats the address
"
request,"address
"
request,"whats its price range
"
request,"price range
"
request,"the phone number please
"
request,"type of food
"
request,"area
"
request,"phone number
"
request,"price range
"
request,"what is the phone number
"
request,"whats the address and phone number
"
request,"okay whats the phone number
"
request,"address and post code
"
request,"could i have their phone number and the type of food
"
request,"area
"
request,"how about the phone number
"
request,"and the phone number
"
request,"whats the address and post code
"
request,"what is the price
"
request,"and the post code
"
request,"phone number
"
request,"what kind of food
"
request,"whats the post code
"
request,"what is the price range
"
request,"address
"
request,"phone number
"
request,"can i get their address and phone number
"
request,"phone number
"
request,"what is the address and post code
"
request,"could i have the address please
"
request,"whats their address
"
request,"whats the address
"
request,"what type of food is it
"
request,"what type of food is it
"
request,"can i get the phone number
"
request,"address
"
request,"the address
"
request,"phone number
"
request,"phone number
"
request,"can i have the phone number
"
request,"the phone number
"
request,"can i have the address of the last one
"
request,"whats the phone number
"
request,"what is the post code
"
request,"what is the price range
"
request,"alright whats the address
"
request,"what is the address and phone number
"
request,"may i get the address and phone number
"
request,"and the price range
"
request,"can i have the address of the venue
"
request,"whats the address
"
request,"whats the phone number
"
request,"may i have he phone number please
"
request,"price range
"
request,"type of food do they serve
"
request,"may i have the address
"
request,"phone number
"
request,"phone number
"
request,"and what type of food do they serve
"
request,"phone number
"
request,"what is the phone number
"
request,"phone number
"
request,"can i get the phone number and area
"
request,"what is the address and phone number
"
request,"the address
"
request,"what type of food do they serve
"
request,"and where is that located
"
request,"and what is the address
"
request,"what is their address and telephone number
"
request,"address
"
request,"great whats the phone number
"
request,"and the address
"
request,"post code
"
request,"phone number
"
request,"phone number
"
request,"whats the price range
"
request,"may i have the address and phone number
"
request,"what is its phone number
"
request,"what is the address
"
request,"address
"
request,"what is the address and phone number and area
"
request,"post code
"
request,"what is the address
"
request,"phone number
"
request,"what kind of food
"
request,"what type of food
"
request,"phone number
"
request,"address
"
request,"can i can i have the address the phone number
"
request,"what is the phone number
"
request,"area
"
request,"and the post code
"
request,"okay and can i have their phone number
"
request,"whats the address again
"
request,"what is the address
"
request,"what is the phone number
"
request,"address
"
request,"nandos restaurant type of food
"
request,"whats the phone number
"
request,"phone number
"
request,"whats the phone number
"
request,"what is the post code
"
request,"and whats their address
"
request,"what is the phone number
"
request,"price range
"
request,"phone number
"
request,"and what type of food do they serve
"
request,"address
"
request,"type of food
"
request,"the address
"
request,"area
"
request,"may i have the address and postcode
"
request,"i want to know the address and phone number
"
request,"whats the phone number and address
"
request,"price range
"
request,"and the phone number
"
request,"whats the address
"
request,"whats the address phone number and area
"
request,"what is the food type
"
request,"ah whats the address
"
request,"what type of food
"
request,"what is the phone number
"
request,"what type of food
"
request,"what is the address
"
request,"phone number
"
request,"phone number
"
request,"price range
"
request,"whats the phone number for noise
"
request,"may i have its address
"
request,"what is the price range
"
request,"what is the address and phone number
"
request,"telephone number
"
request,"can i get the phone number
"
request,"address and phone number
"
request,"uh i want the address of the or the address of the mediterranean food part
"
request,"what is the address
"
request,"can i have the address phone number and
"
request,"what is the phone number
"
request,"could i have the address and phone number
"
request,"what type of food do they serve
"
request,"how about the phone number
"
request,"what is the phone number
"
request,"can i have the phone number please
"
request,"address
"
request,"what type of food is it
"
request,"and the address
"
request,"address phone number area
"
request,"west is the address and phone number
"
request,"area
"
request,"and phone nubmer
"
request,"phone number
"
request,"address phone number
"
request,"does it serve
"
request,"what is the phone number
"
request,"post code
"
request,"phone number
"
request,"may i have the address
"
request,"whats the phone number
"
request,"what type of food
"
request,"address
"
request,"post code
"
request,"noise can i have the phone number
"
request,"good whats the address
"
request,"phone number
"
request,"may i have the address phone number and postcode
"
request,"can you give me its post code
"
request,"whats their address
"
request,"alright whats the address
"
request,"phone number
"
request,"what is the address
"
request,"what is the address and phone number
"
request,"phone number
"
request,"what is the phone number
"
request,"whats the address
"
request,"can i have the address and phone number
"
request,"what is the post code
"
request,"and the phone number
"
request,"what is the address
"
request,"whats the address
"
request,"whats the address
"
request,"can i have the address and phone number
"
request,"phone number
"
request,"whats the phone number
"
request,"talking whats the address
"
request,"whats the address phone number and area
"
request,"what is the signature dish
"
request,"phone number
"
request,"can i get the address
"
request,"address
"
request,"what is the address
"
request,"address
"
request,"what is the address and phone number
"
request,"whats its address
"
request,"can i get the phone number
"
request,"phone number
"
request,"whats the address and phone number
"
request,"what is the phone number
"
request,"and the phone number
"
request,"address
"
request,"can i get the address phone number and area
"
request,"could i have its phone number
"
request,"whats the address and post code
"
request,"can i get the phone number
"
request,"phone number
"
request,"address price range
"
request,"whats the phone number and post code
"
request,"what is the post code
"
request,"what type of food does the missing sock serve
"
request,"may i have the address and phone number
"
request,"and the address
"
request,"can i get their phone number please
"
request,"what is the phone number
"
request,"and the phone number
"
request,"the phone number
"
request,"can i have the address please
"
request,"address
"
request,"phone number
"
request,"whats the phone number
"
request,"may i have the address
"
request,"the phone number
"
request,"address
"
request,"what is the signature dish
"
request,"and the post code
"
request,"whats the address
"
request,"whats their address
"
request,"and the post code
"
request,"address
"
request,"address
"
request,"what is the area
"
request,"phone number
"
request,"phone number
"
request,"phone number
"
request,"what is the price range
"
request,"whats the phone number
"
request,"what area is it in
"
request,"what part of town
"
request,"what is the post code
"
request,"what is the phone number
"
request,"phone number
"
request,"noise what was their address again please
"
request,"what is the phone number
"
request,"what is the phone number
"
request,"what kind of food is it
"
request,"what price range
"
request,"may i have the address
"
request,"whats the address
"
request,"what is their address
"
request,"do you have the address
"
request,"address
"
request,"address
"
request,"what is the telephone number
"
request,"price range
"
request,"the phone number
"
request,"what is the phone number
"
request,"whats the phone number
"
request,"can i get the phone number
"
request,"phone number address
"
request,"phone number
"
request,"what is the phone number and address
"
request,"what is the address and phone number
"
request,"what is the address
"
request,"whats the address
"
request,"can i get the phone number
"
request,"may i have the phone number
"
request,"phone number
"
request,"what type of food do they serve
"
request,"and the phone number again
"
request,"how about the address
"
request,"what is the phone number and address
"
request,"address
"
request,"phone number
"
request,"phone number and address
"
request,"phone number
"
request,"phone number
"
request,"what is the address
"
request,"phone number
"
request,"tell me the phone number
"
request,"ah could you give me the address
"
request,"address
"
request,"what is the price range
"
request,"noise what is the phone number
"
request,"and would you be able to tell me the phone number
"
request,"can i have the phone number
"
