dialog_act,utterance
request,"phone number
"
request,"post code
"
request,"phone number
"
request,"phone number
"
request,"phone number
"
request,"phone number
"
request,"phone number
"
request,"phone number
"
request,"address
"
request,"can i have the address and phone number please
"
request,"address
"
request,"address
"
request,"phone number
"
request,"price range
"
request,"whats their address
"
request,"what kind of food do they serve
"
request,"phone number and address
"
request,"can i have the phone number and address of the venue
"
request,"and the phone number
"
request,"and the address
"
request,"what is the address and phone number
"
request,"phone number
"
request,"what is their phone number
"
request,"what is their phone number
"
request,"the phone number
"
request,"may i have the address and post code
"
request,"may i have the post code
"
request,"address
"
request,"phone number
"
request,"what is the address and phone number
"
request,"what is the phone number and address
"
request,"address
"
request,"phone number
"
request,"phone number
"
request,"phone number
"
request,"post code
"
request,"whats the phone number
"
request,"and the post code
"
request,"address
"
request,"address
"
request,"phone number
"
request,"post code
"
request,"what is the phone number
"
request,"can i have the phone number
"
request,"address
"
request,"what is there address
"
request,"what is there phone number
"
request,"phone number
"
request,"what is the phone number
"
request,"whats the phone number
"
request,"whats the address and phone number
"
request,"what is the price range
"
request,"what is the food type
"
request,"what is the phone number
"
request,"whats the phone number
"
request,"can i get the phone number
"
request,"what is the phone number
"
request,"no thats post code
"
request,"what is the phone number
"
request,"what is the phone number
"
request,"phone number
"
request,"phone number
"
request,"phone number
"
request,"phone number
"
request,"can i have the phone number
"
request,"and the post code please
"
request,"where is it
"
request,"where is it
"
request,"the price range
"
request,"what is the address and phone number
"
request,"may i have the phone number
"
request,"great whats the phone number
"
request,"and whats their post code
"
request,"and whats their price range
"
request,"and whats their post code
"
request,"could i have the address
"
request,"what is the phone number
"
request,"what is the area
"
request,"could i have the address and phone number please
"
request,"what is the address and phone number
"
request,"address and phone number
"
request,"what is its address
"
request,"could you give me a address
"
request,"phone number
"
request,"phone number
"
request,"what area is it in
"
request,"whats the address
"
request,"whats the phone number
"
request,"what is the address and phone number
"
request,"can i get the address and phone number
"
request,"and the phone number
"
request,"address
"
request,"may i have the phone number
"
request,"address
"
request,"may i have the phone number
"
request,"phone number
"
request,"phone number
"
request,"type of food
"
request,"type of food
"
request,"address
"
request,"address
"
request,"phone number
"
request,"what is its address
"
request,"can i have the phone number
"
request,"and the address
"
request,"whats the phone number and address
"
request,"can i have the phone number
"
request,"and can i have the post code
"
request,"whats the address
"
request,"and the post code
"
request,"phone number
"
request,"whats the phone number
"
request,"whats the address
"
request,"address
"
request,"post code
"
request,"may i have the address phone
"
request,"may i have the phone number and post code
"
request,"whats the address
"
request,"what is the phone number
"
request,"address
"
request,"area
"
request,"area
"
request,"may i have the address and phone number
"
request,"price range
"
request,"address
"
request,"address
"
request,"price range
"
request,"phone number
"
request,"phone number
"
request,"address
"
request,"what is the address
"
request,"phone number
"
request,"what is the phone number
"
request,"whats the phone number
"
request,"and whats the price range
"
request,"may i have the address and postcode
"
request,"address
"
request,"post code
"
request,"what is the address and phone number
"
request,"what is the address
"
request,"whats the phone number
"
request,"phone number
"
request,"what is the phone number
"
request,"address
"
request,"can i get the phone number
"
request,"address
"
request,"what area
"
request,"whats the phone number
"
request,"okay and can i get their address
"
request,"address
"
request,"address
"
request,"phone number
"
request,"address
"
request,"address
"
request,"phone number
"
request,"price range
"
request,"address
"
request,"post code
"
request,"what area
"
request,"what area of town
"
request,"the address
"
request,"phone number
"
request,"what is the phone number
"
request,"what is the address
"
request,"whats their phone number
"
request,"what type of food does it serve
"
request,"and the phone number
"
request,"okay what were the prices for the other restaurant
"
request,"and the phone number
"
request,"and what kind of food does it serve
"
request,"what is the address and phone number
"
request,"can i have the address and phone number
"
request,"phone number
"
request,"phone number
"
request,"okay whats the address
"
request,"phone number
"
request,"phone number
"
request,"phone number
"
request,"phone number
"
request,"price range
"
request,"address
"
request,"address
"
request,"phone number
"
request,"phone number
"
request,"phone number
"
request,"phone number
"
request,"the address
"
request,"what is the address and phone number
"
request,"can i have the address and the postcode
"
request,"whats the phone number
"
request,"do you have the post code
"
request,"any price
"
request,"what is the address
"
request,"what is the phone number
"
request,"whats the price range
"
request,"what is the price range
"
request,"whats the address
"
request,"the address and phone number
"
request,"phone number
"
request,"oh good whats the address
"
request,"how about the phone number
"
request,"could i have the uh address and post code please
"
request,"can i have the phone number
"
request,"can i have the phone number
"
request,"can i have the phone nu
"
request,"what is the address
"
request,"and what is the phone number
"
request,"and what type of food do they serve
"
request,"address
"
request,"phone number
"
request,"telephone number
"
request,"the address
"
request,"telephone number
"
request,"type of food
"
request,"what is the address
"
request,"what is the area
"
request,"what is the address and post code
"
request,"what is the address
"
request,"what is the phone number
"
request,"what type of food
"
request,"whats the address
"
request,"can i have the phone number
"
request,"what is the address
"
request,"address
"
request,"whats the phone number
"
request,"what is the address
"
request,"what is the phone number
"
request,"uh can i get the address
"
request,"and the phone number
"
request,"address
"
request,"phone number
"
request,"address
"
request,"phone number
"
request,"thats fine whats the address
"
request,"whats the phone number
"
request,"whats the post code
"
request,"address phone number and area
"
request,"area of the venue
"
request,"may i have the address and phone number
"
request,"phone number
"
request,"what is the phone number and addre
"
request,"what is the addre
"
request,"what is the address
"
request,"what is the area
"
request,"where is it
"
request,"what part of town
"
request,"what part of town
"
request,"what part of town
"
request,"whats the address
"
request,"address
"
request,"address
"
request,"phone number
"
request,"breath okay uh thats great how bout the address
"
request,"and whats the price range
"
request,"address
"
request,"phone number
"
request,"what type of food
"
request,"may i have the phone number
"
request,"what area is it in
"
request,"whats the address
"
request,"what about the phone number
"
request,"and the post code
"
request,"uh address
"
request,"address
"
request,"address
"
request,"post code
"
request,"post code
"
request,"address
"
request,"could i get their phone number please
"
request,"whats the address
"
request,"and the phone number
"
request,"whats the address
"
request,"the phone number
"
request,"address
"
request,"address
"
request,"phone number
"
request,"whats the address
"
request,"whats the phone number
"
request,"whats the post code
"
request,"phone number
"
request,"phone number
"
request,"id like to know the phone number
"
request,"okay whats the phone number
"
request,"and whats the post code
"
request,"phone number
"
request,"phone number
"
request,"post code
"
request,"what is the address
"
request,"address
"
request,"what is the address and phone number
"
request,"whats the address
"
request,"whats the address
"
request,"um whats the phone number
"
request,"address please
"
request,"what is the address and phone number
"
request,"what is the price range
"
request,"what is the address
"
request,"what is the address
"
request,"phone number
"
request,"address
"
request,"phone number
"
request,"type of food
"
request,"type of food
"
request,"what is the address of that venue
"
request,"address
"
request,"phone number
"
request,"whats the address
"
request,"whats the phone number
"
request,"could i have the phone number
"
request,"whats the price range
"
request,"may i have the address phone number and post code
"
request,"is it what what price range
"
request,"what area is it in
"
request,"whats the address
"
request,"okay can i have the rest of the address for da vinci
"
request,"and the phone number okay
"
request,"what is the address and phone number
"
request,"what is the address
"
request,"and can i have the address phone number and price range of the restaurant please
"
request,"okay whats the price range
"
request,"phone number
"
request,"address post code
"
request,"whats the phone number
"
request,"and the address
"
request,"whats the address
"
request,"what about the phone number
"
request,"whats their address
"
request,"whats the phone number
"
request,"whats the post code
"
request,"what is the phone number
"
request,"address
"
request,"address
"
request,"phone number
"
request,"phone number
"
request,"phone number
"
request,"the address and phone number
"
request,"whats the address
"
request,"and the phone number
"
request,"and the price range
"
request,"address
"
request,"address
"
request,"phone number
"
request,"phone number
"
request,"address
"
request,"what is the address
"
request,"can i get the address
"
request,"the phone number
"
request,"a post code
"
request,"whats the address
"
request,"what is the phone number
"
request,"whats the address
"
request,"what is the phone number and post code
"
request,"and the post code of the venue
"
request,"address
"
request,"what is the phone number
"
request,"address
"
request,"whats the address
"
request,"whats the phone number
"
request,"what area
"
request,"what is the address phone number and post code
"
request,"what is the post co
"
request,"post the phone number
"
request,"and the post code
"
request,"can i get the phone number
"
request,"and whats the phone number
"
request,"okay the address
"
request,"phone number
"
request,"and the post code
"
request,"uh no price range whats the
"
request,"phone number
"
request,"can i get the phone number
"
request,"type of food
"
request,"can i get the address
"
request,"and the phone number
"
request,"and what type of food
"
request,"what is the phone number and address
"
request,"what is the address
"
request,"what is the address and phone number
"
request,"address
"
request,"address
"
request,"phone number
"
request,"price range
"
request,"address
"
request,"okay what is the address
"
request,"what is the phone number
"
request,"and the phone number
"
request,"address
"
request,"phone number
"
request,"post code
"
request,"whats the address
"
request,"the phone number
"
request,"the price range
"
request,"and the address noise
"
request,"phone number
"
request,"address
"
request,"whats the address
"
request,"can i get the phone number
"
request,"what is the address
"
request,"and the telephone number
"
request,"and what is the price range
"
request,"what is the address phone number and price range
"
request,"what is the price range
"
request,"okay whats the address
"
request,"the phone number
"
request,"and the area
"
request,"whats the address
"
request,"what is the address
"
request,"what type of food do they serve
"
request,"could i have the address and phone number please
"
request,"could i have the phone number and post code
"
request,"can i have the address and phone number
"
request,"address
"
request,"phone number
"
request,"address
"
request,"what is the address
"
request,"what is the address
"
request,"phone number
"
request,"what is the phone number
"
request,"what is the phone number
"
request,"what is the address
"
request,"price range
"
request,"what is the price range
"
request,"phone number
"
request,"what kind of food
"
request,"what is the address
"
request,"what is the phone number
"
request,"phone number
"
request,"phone number
"
request,"what is the price range
"
request,"can i have the phone number and the area
"
request,"can i have the area of the restaurant
"
request,"what is the address
"
request,"what is the phone number
"
request,"what is the area
"
request,"what is the phone number
"
request,"what is the address and phone number
"
request,"what kind of food do they serve
"
request,"what is the address
"
request,"phone number
"
request,"whats the phone number
"
request,"address
"
request,"may i have the phone number and post code
"
request,"phone number
"
request,"phone number
"
request,"type of food
"
request,"whats their address
"
request,"whats the address
"
request,"whats the address
"
request,"whats the price range
"
request,"what is the address
"
request,"and what is unintelligible telephone number
"
request,"what is the address and phone number
"
request,"and the telephone number
"
request,"and the address
"
request,"phone number
"
request,"phone number
"
request,"could i have the address phone number and price range please
"
request,"phone number
"
request,"whats the address
"
request,"and the post code
"
request,"and the phone number
"
request,"what is the address
"
request,"whats the address
"
request,"whats the phone number
"
request,"can i get the address and phone number
"
request,"and the phone number
"
request,"what is the address phone number and the price range
"
request,"what is the phone number
"
request,"and what is the price range
"
request,"ts the phone number
"
request,"and whats the postcode
"
request,"phone number
"
request,"phone number
"
request,"okay whats its address
"
request,"and whats its phone number
"
request,"and what type of food do they serve at pizza hutt
"
request,"may i have the address and phone number please
"
request,"and whats the address
"
request,"and the phone number
"
request,"could i have the address
"
request,"could i have the phone number
"
request,"okay what is the address
"
request,"whats the address phone number and post code
"
request,"whats the post code
"
request,"whats the address
"
request,"and whats the phone number
"
request,"what is the address
"
request,"phone number
"
request,"post code
"
request,"can i have the phone number please
"
request,"can i have the phone number please
"
request,"okay whats the address
"
request,"whats the post code
"
request,"okay whats the phone number
"
request,"whats the phone number
"
request,"and what type of food
"
request,"can i get the address and phone number
"
request,"and the phone number
"
request,"what is the address
"
request,"and the phone number
"
request,"what is the phone number and address
"
request,"phone number
"
request,"price range
"
request,"phone number
"
request,"may i have the address and phone number please
"
request,"whats the address
"
request,"whats the address
"
request,"phone number
"
request,"and the price range
"
request,"whats the address
"
request,"and the phone number
"
request,"okay and uh whats the address
"
request,"phone number
"
request,"their phone number
"
request,"what kind of food does it serve
"
request,"what is the address and post code
"
request,"what is the phone number
"
request,"price range
"
request,"address
"
request,"phone number
"
request,"phone number
"
request,"phone number
"
request,"phone number
"
request,"phone number
"
request,"phone number
"
request,"phone number
"
request,"phone number
"
request,"whats the phone number
"
request,"whats the price range
"
request,"whats the address
"
request,"and the phone number
"
request,"whats the post code
"
request,"what is the address and phone number
"
request,"whats the phone number and address
"
request,"whats the address
"
request,"what is the address
"
request,"whats the address
"
request,"phone number
"
request,"okay can you give me the address there
"
request,"whats their address
"
request,"and their post code
"
request,"phone number
"
request,"in the area
"
request,"type of food
"
request,"phone number
"
request,"can i have the phone number
"
request,"address
"
request,"price range
"
request,"can i have the phone number please
"
request,"whats the address
"
request,"and the price range
"
request,"address
"
request,"phone number
"
request,"can i have the phone number
"
request,"what is the phone number
"
request,"phone number
"
request,"whats the address
"
request,"address
"
request,"can i have the address and post code
"
request,"can i have the address and phone number please
"
request,"can i have the phone number
"
request,"can i get the address
"
request,"whats the address
"
request,"whats the address
"
request,"whats the phone number
"
request,"whats the phone number
"
request,"address
"
request,"phone number
"
request,"what is the phone number
"
request,"what type of food does the missing sock serve
"
request,"address
"
request,"phone number
"
request,"type of food
"
request,"type of food
"
request,"what is the address
"
request,"what type of food
"
request,"what is the phone number
"
request,"phone number
"
request,"what is the phone number and address
"
request,"what is the address
"
request,"type of food
"
request,"type of food
"
request,"address
"
request,"type of food
"
request,"what price range is this venue
"
request,"price range
"
request,"what is the phone number
"
request,"what about the area
"
request,"address
"
request,"what is the address phone number
"
request,"what is the address
"
request,"what is the address
"
request,"what is the phone number
"
request,"what is the phone number
"
request,"what type of food does it serve
"
request,"phone number
"
request,"phone number
"
request,"price range
"
request,"address
"
request,"address
"
request,"phone number
"
request,"whats the address
"
request,"whats the address
"
request,"whats the post code
"
request,"what is the address
"
request,"phone number
"
request,"whats the phone number and address
"
request,"whats your address
"
request,"uh can i get the phone number
"
request,"what is the phone number and address
"
request,"what is the address
"
request,"uh could you give me the address and telephone number
"
request,"and the telephone number
"
request,"address
"
request,"phone number
"
request,"phone number
"
request,"phone number
"
request,"phone number
"
request,"can i get the phone number
"
request,"address
"
request,"phone number
"
request,"phone number
"
request,"can i get the address and area of the venue
"
request,"and the area
"
request,"and the phone number
"
request,"phone number
"
request,"type of food
"
request,"type of food
"
request,"what is the address
"
request,"what is the phone number
"
request,"what is the postcode
"
request,"can i get the address phone number and post code please
"
request,"can i get the post code please
"
request,"phone number and address
"
request,"can i have their phone number
"
request,"address
"
request,"phone number
"
request,"address
"
request,"post code
"
request,"could i have the phone number and address please
"
request,"address
"
request,"phone number
"
request,"phone number
"
request,"post code
"
request,"whats the address
"
request,"what type of food
"
request,"address
"
request,"phone number
"
request,"phone number
"
request,"the address
"
request,"whats the price range
"
request,"whats the address and post code
"
request,"post code
"
request,"whats the address
"
request,"and the phone number
"
request,"what is the address and phone number
"
request,"may i have its address
"
request,"may i have its phone number
"
request,"what type of food does it serve
"
request,"where is it
"
request,"what part of town is it
"
request,"what is the phone number
"
request,"what is the address
"
request,"what is the address
"
request,"phone number
"
request,"area
"
request,"phone number
"
request,"and the phone number
"
request,"address
"
request,"phone number
"
request,"post code
"
request,"address and post code
"
request,"phone number
"
request,"price range
"
request,"address
"
request,"phone number
"
request,"phone number
"
request,"phone number
"
request,"what is the address
"
request,"what is the phone number
"
request,"the phone number
"
request,"what part of town is it in
"
request,"what part of town is chiquito mexican restaurant in
"
request,"what is the address and post code
"
request,"address
"
request,"phone number
"
request,"phone number
"
request,"whats the address
"
request,"phone number
"
request,"address
"
request,"phone number
"
request,"cool whats the address
"
request,"address
"
request,"phone number
"
request,"may i have the phone number
"
request,"phone number
"
request,"phone number
"
request,"phone number
"
request,"type of food do they serve
"
request,"could i have the address and phone number please
"
request,"whats the price range
"
request,"whats the address
"
request,"and the post code
"
request,"what type of food is it
"
request,"could i have its number
"
request,"whats their address
"
request,"whats the address
"
request,"phone number
"
request,"and what type of food
"
request,"address
"
request,"whats the phone number
"
request,"price range
"
request,"address phone number and price range
"
request,"address
"
request,"price range
"
request,"address
"
request,"price range
"
request,"what part
"
request,"address
"
request,"area
"
request,"address and phone number
"
request,"phone number
"
request,"whats their post code
"
request,"okay how about the address
"
request,"whats their address
"
request,"and the phone number
"
request,"what is the address and phone number
"
request,"whats the address
"
request,"address
"
request,"post code
"
request,"whats the address
"
request,"and the price range
"
request,"what is the phone number
"
request,"where is it lcoated
"
request,"what is the phone number
"
request,"what is the price range
"
request,"whats the address
"
request,"phone number
"
request,"price range
"
request,"okay whats the phone number
"
request,"address
"
request,"phone number
"
request,"phone number
"
request,"phone number
"
request,"whats the phone number
"
request,"can i have the address and phone number
"
request,"whats the phone number
"
request,"address
"
request,"what is the address
"
request,"can i have the address and phone number
"
request,"whats the address
"
request,"what is the phone number
"
request,"what is the address
"
request,"what is the address
"
request,"and the post code
"
request,"address
"
request,"phone number
"
request,"post code
"
request,"can i change the price range
"
request,"address
"
request,"phone number
"
request,"post code
"
request,"whats the address
"
request,"and the phone number
"
request,"whats the price range
"
request,"address
"
request,"can i have the phone number
"
request,"may i get the phone number
"
request,"what is the address
"
request,"what is the phone number
"
request,"address
"
request,"what is the address
"
request,"phone number
"
request,"and price range
"
request,"address phone number
"
request,"the address
"
request,"price range
"
request,"address
"
request,"phone number
"
request,"what is the address and phone number
"
request,"can i have the phone number
"
request,"can i get the phone number
"
request,"the address phone number and post code
"
request,"whats the address phone number and post code
"
request,"okay can i get the address
"
request,"whats their address
"
request,"okay how bout their phone number
"
request,"good i have the address of that
"
request,"could you get me the phone number
"
request,"phone number
"
request,"area
"
request,"what area
"
request,"type of food do they serve
"
request,"the address and phone number
"
request,"what is the phone number and post code of the venue
"
request,"oh whats the address
"
request,"whats the phone number
"
request,"what kind of food is it
"
request,"may i have the phone number
"
request,"i want the address phone number and area
"
request,"what is their phone number
"
request,"what is their phone number
"
request,"what is their post code
"
request,"may i get the phone number and post code
"
request,"may i get the post code
"
request,"what kind of food does it
"
request,"what is the price range
"
request,"what is the address
"
request,"what is the phone number
"
request,"what is the address
"
request,"what is the phone number
"
request,"what is the address
"
request,"what is the phone number
"
request,"what area is it in
"
request,"phone number
"
request,"phone number
"
request,"okay phone number
"
request,"okay please give me the phone number
"
request,"whats the phone number
"
request,"whats the address
"
request,"whats the address
"
request,"can i have the phone number please
"
request,"and whats the post code
"
request,"what is the address
"
request,"phone number
"
request,"the address
"
request,"can i get the address
"
request,"what is the phone number
"
request,"what is there address
"
request,"and what type of food do they serve
"
request,"can i get the address
"
request,"phone number
"
request,"address
"
request,"phone number
"
request,"whats the phone number
"
request,"whats the address
"
request,"okay and can i have their phone number
"
request,"may i have the address and phone number
"
request,"may i have the phone number
"
request,"what is the address
"
request,"what is the phone number
"
request,"what is the price range
"
request,"phone number
"
request,"phone number
"
request,"whats their address
"
request,"whats the address and phone number
"
request,"price range
"
request,"phone number
"
request,"phone number
"
request,"address
"
request,"address
"
request,"phone number
"
request,"whats the address for moderately priced restaurants in the south part of town
"
request,"can i get the address
"
request,"the address
"
request,"the phone number
"
request,"post code
"
request,"address
"
request,"phone number
"
request,"address
"
request,"phone number
"
request,"may i have the price range
"
request,"okay good whats the address and phone number
"
request,"phone number
"
request,"whats the address
"
request,"and the phone number
"
request,"and the phone number
"
request,"whats the address
"
request,"and the phone number
"
request,"what is the phone number and price range
"
request,"breath may i have the phone number please
"
request,"whats the phone number
"
request,"and the post code
"
request,"and the phone number
"
request,"whats the price range
"
request,"whats the address
"
request,"what type of food is it
"
request,"what is the phone number
"
request,"uh whats the price range
"
request,"okay whats the phone number
"
request,"and what kind of food do they serve
"
request,"may i have the phone number
"
request,"address and phone number
"
request,"phone number
"
request,"can i have the phone number
"
request,"could i have the address and phone number of the venue
"
request,"give me the phone number
"
request,"uh can i get the post code and phone number
"
request,"what about the phone number
"
request,"phone number
"
request,"what is the phone number
"
request,"address phone number and post code
"
request,"address and post code
"
request,"post code
"
request,"phone number
"
request,"may i have the phone number
"
request,"what is the address and phone number
"
request,"oh good whats the address
"
request,"whats the post code
"
request,"how about the phone number
"
request,"whats their phone number
"
request,"whats the address
"
request,"what is the price range
"
request,"what is the address and phone number
"
request,"what is the address and phone number
"
request,"address
"
request,"phone number
"
request,"area
"
request,"area
"
request,"phone number
"
request,"address
"
request,"what type of food does it
"
request,"the phone number
"
request,"what type of food
"
request,"phone number
"
request,"could i have the address and post code
"
request,"what is the address and phone number
"
request,"can i get the phone number
"
request,"what is the address
"
request,"what is the phone number
"
request,"may i have the address and type of food
"
request,"the type of food
"
request,"address
"
request,"phone number
"
request,"can i get the address
"
request,"what is the address
"
request,"area
"
request,"what is the area
"
request,"address
"
request,"post code
"
request,"whats the address
"
request,"and the phone number
"
request,"and whats the post code
"
request,"where is the area
"
request,"address
"
request,"phone number
"
request,"do you have the address
"
request,"and whats the phone number there
"
request,"okay can i have the phone number
"
request,"address
"
request,"what is the address
"
request,"and what type of food do they serve
"
request,"address
"
request,"area
"
request,"area
"
request,"where
"
request,"area
"
request,"address
"
request,"phone number
"
request,"what is the phone number
"
request,"whats their address
"
request,"and their post code
"
request,"and whats the phone number
"
request,"what type of food do they serve
"
request,"whats the phone number
"
request,"whats the type of food
"
request,"what is the address
"
request,"what is the price range
"
request,"what is the address
"
request,"can you give me the address please
"
request,"what is the address
"
request,"what is the address of the
"
request,"and the phone number
"
request,"and the area
"
request,"what is the phone number and post code
"
request,"what is the phone number
"
request,"what food is available in this area
"
request,"what is the price range of this venue
"
request,"may i have the phone number and postcode of this ven
"
request,"may i have the postcode
"
request,"what is the address
"
request,"what is the phone number
"
request,"what is the area
"
request,"whats the phone number
"
request,"can i have the phone number and post code of the venue
"
request,"can i have an address and phone number
"
request,"what is the price range
"
request,"what is the phone number
"
request,"address
"
request,"whats the phone number
"
request,"what is their phone number
"
request,"what is the phone number and post code
"
request,"address
"
request,"price range
"
request,"phone number
"
request,"phone number
"
request,"address and phone number
"
request,"address and phone number
"
request,"what type of food does it serve
"
request,"whats the address
"
request,"whats the phone number
"
request,"whats the phone number
"
request,"what area is it in
"
request,"whats the address
"
request,"can i have the address phone number and
"
request,"phone number
"
request,"phone number
"
request,"okay whats the phone number
"
request,"what is the address and phone number
"
request,"what is the address and type of food they serve
"
request,"type of food does it serve
"
request,"what is the address
"
request,"what is the phone number
"
request,"can i have the phone number and post code plea
"
request,"address
"
request,"address
"
request,"phone number
"
request,"address
"
request,"the address
"
request,"what type of food does it serve
"
request,"what is the address
"
request,"what is the phone number
"
request,"what is the address
"
request,"what is the area
"
request,"address
"
request,"phone number
"
request,"post code
"
request,"what is the phone number
"
request,"what type of food do they serve
"
request,"thank you what is the phone number
"
request,"phone number
"
request,"phone number
"
request,"phone number
"
request,"whats the phone number
"
request,"and the post code
"
request,"the price range
"
request,"what is the phone number
"
request,"address and phone number
"
request,"phone number
"
request,"address
"
request,"phone number
"
request,"address
"
request,"phone number
"
request,"what is the address and phone number
"
request,"can i have the phone number address and price range
"
request,"whats the price range
"
request,"alright whats the address
"
request,"whats the phone number
"
request,"address
"
request,"post code
"
request,"address
"
request,"phone number
"
request,"can i get the address and phone number
"
request,"address and phone number
"
request,"phone number
"
request,"can i have the phone number
"
request,"whats its post code
"
request,"price range
"
request,"phone number
"
request,"phone number
"
request,"may i have the phone number
"
request,"address and phone number
"
request,"phone number
"
request,"address
"
request,"type of food
"
request,"type of food
"
request,"address
"
request,"type of food they serve
"
request,"could i get the phone number please
"
request,"address
"
request,"whats the phone number
"
request,"what type of food is
"
request,"what is the phone number
"
request,"can i get the number
"
request,"address
"
request,"phone number
"
request,"type of food
"
request,"what type of food
"
request,"what is the address
"
request,"what is the address
"
request,"what is the phone number
"
request,"the address
"
request,"phone number
"
request,"the type of food
"
request,"what is the phone number
"
request,"what is the address
"
request,"what is the phone number
"
request,"what is the phone number
"
request,"what is the type of food
"
request,"whats the price range
"
request,"whats the phone number
"
request,"what area is it in
"
request,"address
"
request,"phone number
"
request,"price range
"
request,"okay whats the phone number
"
request,"how about the address
"
request,"what is the address and post code
"
request,"address
"
request,"can i get the address
"
request,"phone number
"
request,"phone number
"
request,"phone number
"
request,"post code
"
request,"can i have the phone number
"
request,"may i get the address and restaurant and
"
request,"a phone number please
"
request,"and what is the address please
"
request,"whats the address
"
request,"whats the address
"
request,"their phone number
"
request,"what kind of food does it serve
"
request,"whats the address
"
request,"whats the phone number
"
request,"and whats the price range
"
request,"may i have the phone number and address
"
request,"whats the address and area
"
request,"whats the area
"
request,"what part of town is it in
"
request,"whats the address
"
request,"part of town is it in
"
request,"uh whats the phone number
"
request,"and the address
"
request,"and the phone number
"
request,"whats the phone number and address
"
request,"address
"
request,"phone number
"
request,"post code
"
request,"uh can i have the phone number please
"
request,"what type of food do they serve
"
request,"id like the address and phone number please
"
request,"can you give me the phone number
"
request,"phone number
"
request,"what type of venue
"
request,"phone number and post code
"
request,"post code
"
request,"what is the address
"
request,"what is the phone number
"
request,"what is the area
"
request,"and whats the phone number
"
request,"what is the address phone number and post code
"
request,"what is the address
"
request,"what is the address
"
request,"the price range
"
request,"okay whats the phone number
"
request,"what is the phone number
"
request,"and what is their phone number
"
request,"can i have the phone number
"
request,"post code
"
request,"can you give me the phone number
"
request,"what is address and phone number
"
request,"what price range
"
request,"can i get the address
"
request,"what is the phone number
"
request,"what is the price range
"
request,"can i get the area
"
request,"can i get the area
"
request,"what is the address and phone number
"
request,"address
"
request,"phone number
"
request,"phone number
"
request,"post code
"
request,"what is the address
"
request,"and what is the phone number
"
request,"address
"
request,"phone number
"
request,"what is the phone number
"
request,"what is the address
"
request,"can i have the address and the price range
"
request,"can i have the price range of the venue
"
request,"what is the address
"
request,"address
"
request,"area
"
request,"area
"
request,"area
"
request,"can i get the address
"
request,"address
"
request,"type of food
"
request,"okay can i have the phone number and address
"
request,"what is the address
"
request,"address and phone number
"
request,"phone number
"
request,"address
"
request,"phone number
"
request,"and the phone number
"
request,"address
"
request,"phone number
"
request,"phone number
"
request,"address
"
request,"phone number
"
request,"phone number
"
request,"address
"
request,"whats the phone number
"
request,"whats the address
"
request,"whats the post code
"
request,"whats the address again
"
request,"what is the address
"
request,"what area is it in
"
request,"could i have the address
"
request,"phone number
"
request,"post code
"
request,"what is the address
"
request,"and the post code
"
request,"whats its address
"
request,"phone number
"
request,"type of food
"
request,"phone number
"
request,"address
"
request,"price range
"
request,"phone number
"
request,"post code
"
request,"phone number
"
request,"the address phone number and post code
"
request,"whats the address
"
request,"whats their phone number
"
request,"what is their phone number
"
request,"what is the address
"
request,"and what is the phone number
"
request,"whats the address
"
request,"whats the phone number
"
request,"whats the address
"
request,"and the postal code
"
request,"area train
"
request,"area
"
request,"phone number
"
request,"area
"
request,"area
"
request,"area of the venue
"
request,"could have the phone number
"
request,"what is the addre
"
request,"may i have the phone number
"
request,"what is the type of food
"
request,"what is the price range
"
request,"what is the phone number
"
request,"whats the address
"
request,"what type of food do they serve
"
request,"address
"
request,"phone number
"
request,"can i have the phone number and post code please
"
request,"okay and what area is that
"
request,"okay and whats their phone number please
"
request,"address
"
request,"phone number
"
request,"post code
"
request,"post code
"
request,"what is the address
"
request,"what is the phone number
"
request,"what is the price range
"
request,"what is the address
"
request,"address
"
request,"phone number
"
request,"what kind of food is that
"
request,"alright whats its phone number
"
request,"what is the address phone number and price range
"
request,"whats the price range
"
request,"expensive price range
"
request,"address
"
request,"phone number
"
request,"whats their phone number
"
request,"and what is the price range
"
request,"whats the phone number and address
"
request,"address
"
request,"what part of town
"
request,"address
"
request,"phone number
"
request,"could i have the phone number and address please
"
request,"phone number
"
request,"post code
"
request,"address
"
request,"whats the phone number
"
request,"and the post code
"
request,"whats the phone number
"
request,"can i have the phone number
"
request,"and what about the phone number
"
request,"excellent and what is the price range of that venue
"
request,"address
"
request,"phone number
"
request,"address
"
request,"phone number and post code
"
request,"address price range
"
request,"price range
"
request,"the address
"
request,"phone number
"
request,"may i get the address and phone please
"
request,"what is the price range
"
request,"address
"
request,"may i get the phone number
"
request,"what is the type of food
"
request,"address
"
request,"phone number
"
request,"what is the address
"
request,"what is the phone number
"
request,"what type of food
"
request,"what is the address and phone number
"
request,"phone number
"
request,"post code
"
request,"phone number and address
"
request,"address
"
request,"whats the address
"
request,"address
"
request,"phone number
"
request,"can i get the phone number
"
request,"what is the address
"
request,"post code
"
request,"phone number
"
request,"post code
"
request,"address
"
request,"address
"
request,"phone number
"
request,"price range
"
request,"phone number and post code
"
request,"okay can i get their address
"
request,"and whats the price range
"
request,"whats the address
"
request,"what type of food is it
"
request,"can i have the phone number and the price range
"
request,"whats the address and phone number
"
request,"may i have the phone number
"
request,"whats the address
"
request,"the price range
"
request,"can i get the address
"
request,"can i have the phone number
"
request,"phone number
"
request,"whats the phone number
"
request,"address
"
